Name,Alternate Names,Population,Timezone,Geo_lat,Geo_long,km_to_moscow
Kameshkovo,"Kameshkovo,Kamesjkovo,Камешково,Камешково",13935,3.0,56.34919,40.99859,220.29
Kaminskiy,"Gorki-Pavlovo,Gorki-Pavlovy,Kaminskij,Kaminskiy,Kaminsky,Каминский",1645,3.0,57.15159,41.47318,283.5
Kamyshevatskaya,"Kamishevatskaya,Kamuishevat,Kamyschewatkaja,Kamyshevatka,Kamyshevatskaja,Kamyshevatskaya,Kamyshyevat,Kamysjevatskaja,Камышеватская",5201,3.0,46.41316,37.95632,1038.73
Kamyshin,"Kamishin,Kamisin,Kamixin,Kamiŝin,Kamišin,Kamosin,Kamychine,Kamyschin,Kamyshin,Kamyshyn,Kamysin,Kamysinas,Kamysjin,Kamyszyn,Kamyšin,Kamyšinas,Kamîșin,Kamõšin,ka mei shen,kamisin,kamuishin,kamyshn,kamyshyn,Камишин,Камышин,Камышин балһсн,Камышын,Կամիշին,كاميشين,کامیشن,کامیشین,カムイシン,卡梅申,카미신,Камышин",128626,3.0,50.09833,45.41601,816.71
Kamyshla,"Kamyshla,Kamysjla,Камышла",4789,4.0,54.11693,52.14262,943.82
Kamyshlov,"Kamishlov,Kamislof,Kamislov,Kamixlov,Kamiŝlov,Kamoslov,Kamychlov,Kamyschlow,Kamyshlou,Kamyshlov,Kamyshly,Kamysjlov,Kamyslov,Kamyslow,Kamyszlow,Kamyszłow,Kamyšlov,Kamyšlow,Kamõšlov,Kamışlov,Komyschlow,ka mei shen luo fu,kamyshlwf,Καμισλόφ,Камишлов,Камышлов,Камышлоў,Камышлы,كاميشلوف,کامیشلوف,卡梅什洛夫,Камышлов",28006,5.0,56.84278,62.71111,1544.38
Kamyzyak,"Kamysjak,Kamyziak,Kamyzjak,Kamyzyak,Камызяк,Камызяк",16291,4.0,46.110579,48.07333,1295.6
Kanadey,"Kanadej,Kanadey,Канадей",2076,4.0,53.16786,47.52644,701.26
Kanash,"Kanach,Kanas,Kanasch,Kanash,Kanasj,Kanasz,Kanax,Kanaŝ,Kanaş,Kanaš,Shikhrany,ka na shen,kanash,kanasi,Канаш,Каҥаш,كاناش,کاناش,卡納什,카나시,Канаш",49886,3.0,55.50962,47.49127,619.98
Kanashevo,"Kanashevo,Kanasjevo,Канашево",3244,5.0,55.2169,62.0634,1533.51
Kanayevka,"Kanaevka,Kanajevka,Kanayevka,Канаевка",1934,3.0,53.10783,45.56144,591.61
Kandalaksha,"Kaeddluhtt,Kandalaksa,Kandalakscha,Kandalaksha,Kandalaksja,Kandalaksza,Kandalakŝa,Kandalakša,Kandalaska,Kandałaksza,Kannanlahti,Kannanlaksi,Kannanlakši,Kantalahti,Käddluhtt,kandallagsya,kandarakusha,Кандалакша,カンダラクシャ,칸달락샤,Кандалакша",38431,3.0,67.15123,32.41284,1296.21
Kandry,"Kandry,Kandry-Amineva,Кандры",12100,5.0,54.56667,54.11667,1053.93
Kanelovskaya,"Kanelovskaja,Kanelovskaya,Konelovskaya,Krasnopolyanka,Канеловская",4332,3.0,46.5896,39.1944,1024.69
Kanevskaya,"Kanevskaia,Kanevskaja,Kanevskaya,Kanewskaja,Kanivs'ka,Каневская,Канівська",45334,3.0,46.0799,38.9599,1079.58
Kangalassy,"Kangalasskiye Kopi,Kangalassy,Kangalastsy,Kangalasy,Namtogor,Odey Vtoroy,Кангалассы",1721,9.0,62.34824,129.96471,4872.78
Kangly,"Kangly,Канглы",3494,3.0,44.25444,43.03083,1334.77
Kansk,"Kansk,Kanskas,Kańsk,kan si ke,kanseukeu,kansk,Канск,كانسك,کانسک,坎斯克,칸스크,Канск",101502,7.0,56.20167,95.7175,3506.35
Kantemirovka,"Kantemirovka,Kantemirowka,Кантемировка",12770,3.0,49.70887,39.85922,688.67
Kantyshevo,"Kantyshevo,Kantysjevo,Nartovo,Nartovskoya,Кантышево",17363,3.0,43.22824,44.63322,1480.15
Kapotnya,"Kapotnja,Kapotnya,Капотня",29594,3.0,55.63806,37.79306,16.88
Kapustin Yar,"Kapustin Jar,Kapustin Yar,Капустин Яр",6476,4.0,48.58175,45.74481,969.74
Kara-Tyube,"Kara-Tjube,Kara-Tyube,Кара-Тюбе",3359,3.0,44.63361,45.43694,1353.9
Karabanovo,"Karabanava,Karabanovo,Karabanowo,ka la ba nuo wo,kalabanobo,karabanovuo,karabanwfw,Карабанава,Карабаново,كارابانوفو,کارابانوفو,カラバノヴォ,卡拉巴諾沃,카라바노보,Карабаново",15615,3.0,56.31667,38.7,92.07
Karabash,"Karabach,Karabaix,Karabas,Karabasch,Karabash,Karabasj,Karabaŝ,Karabaš,ka la ba shen,karabash,karabash  awblast chlyabynsk,Карабаш,كاراباش,کاراباش، اوبلاست چلیابینسک,卡拉巴什,Карабаш",15630,5.0,55.4808,60.2157,1413.2
Karabudakhkent,"Karabudachkent,Karabudakhkent,Karabudukh,Karabulakh-Kend,Карабудахкент",13207,3.0,42.70916,47.56299,1616.48
Karabulak,"Eldarxan-Gala,Eldarxan-Ġala,Karaboelak,Karabolak,Karaboulak,Karabulak,Karabulak i Ingusjetia,Karabulako,Karabulakskaya,Karabułak,ka la bu la ke,kalabullakeu,karaburaku,karabwlak,karabwlak  ayngwshtya,Караболак,Карабулак,Карабулак балһсн,Элдархан-ГӀала,Эльдархан-ГӀала,كارابولاك,کارابولاک، اینگوشتیا,カラブラク,卡拉布拉克,카라불라크,Карабулак",34511,3.0,43.30513,44.89949,1478.57
Karachayevsk,"Karachaevsk,Karachayevsk,Karatsajevsk,Karatsjajevsk,Karatšajevsk,Klukhori,Kuarachaj shakhar,Kuarcha kuala,Mikojan-Schachar,Mikopi Shakhar,Mikoyan-Shakhar,Карачаевск,Къарачай шахар,Къарча къала,Карачаевск",23848,3.0,43.7732525,41.9143472,1366.65
Karachev,"Karachev,Karatschew,Karatsjev,Карачев,Карачев",19757,3.0,53.12255,34.98494,338.24
Karagach,"Inalov,Karagach,Karagachevo,Karagatsj,Карагач",5870,3.0,43.80528,43.775,1398.77
Karagay,"Karagaj,Karagay,Карагай",6586,5.0,58.26669,54.93678,1081.98
Karagayla,"Karagajla,Karagajlinskij,Karagayla,Karagaylinskiy,Kargaylinskaya,Nizhniye Karagayli,Карагайла,Карагайлинский",4326,7.0,54.172,86.5521,3063.61
Karaidel’,"Karaidel,Karaidel',Karaidel’,Караидель",5184,5.0,55.83373,56.90692,1202.07
Karakulino,"Karakulino,Каракулино",5052,4.0,56.012,53.70669,1001.73
Karalat,"Karalat,Каралат",1240,4.0,45.91555,48.30683,1323.43
Karamakhi,"Kara-Makhi,Karamakhi,Кара-Махи,Карамахи",3904,3.0,42.61934,47.26017,1616.27
Karasuk,"Karassouk,Karassuk,Karasuk,Karasukas,ka la su ke,karaswk,Карасук,كاراسوك,کاراسوک,卡拉蘇克,Карасук",28929,7.0,53.7343189,78.0422967,2567.39
Karata,"Karata,Карата",4838,3.0,42.59453,46.34052,1591.7
Karatuzskoye,"Karatuz,Karatuzskoe,Karatuzskoje,Karatuzskoye,Каратузское",7900,7.0,53.60722,92.86667,3464.97
Kardailovo,"Kapoailovskaya,Kardailovo,Kardailovskaya,Kardailovskiy,Кардаилово",3036,5.0,51.53861,53.90417,1167.83
Kardonikskaya,"Kardonikskaja,Kardonikskaya,Кардоникская",7830,3.0,43.86577,41.71432,1353.44
Kardymovo,"Kardymoro,Kardymovo,Кардымово",4951,3.0,54.89011,32.43184,341.59
Kardzhin,"Kardzhin,Kardzjin,Карджин",3154,3.0,43.27368,44.29075,1467.2
Kargalinskaya,"Kargalinskaja,Kargalinskaya,Kargalinski,Karginskaja,Karginskaya,Karpalinskaya,Каргалинская,Каргалински,Каргинская",5371,3.0,43.74381,46.47821,1476.57
Kargasok,"Kargasen,Kargasok,Novyy Kargasok,Каргасок",8572,7.0,59.05556,80.85722,2569.55
Kargat,"Kargat,Каргат,Каргат",10881,7.0,55.19556,80.28111,2646.85
Kargopol,Каргополь,10148,3.0,61.5009724,38.9636966,643.94
Kargopol’,"Kargopol,Kargopol',Kargopol’,Каргополь",10966,3.0,61.50359,38.9486,644.13
Karinskoye,"Karinskoe,Karinskoye,Каринское",1643,3.0,55.70969,36.68903,58.2
Karmaskaly,"Karmakaly,Karmaskaly,Кармаскалы",7858,5.0,54.3709,56.1837,1188.71
Karpinsk,"Bogoslovskiy,Karpins'k,Karpinsk,Karpinskas,Karpińsk,Ugol'nyy,Ugol’nyy,ka er ping si ke,karbynsk,karpynsk,Καρπίνσκ,Карпинск,Карпінск,Карпінськ,كاربينسك,کارپینسک,卡爾平斯克,Карпинск",30070,5.0,59.7703,59.9964,1392.79
Karpogory,"Karpogori,Karpogory,Карпогоры,Կարպոգորի",4441,3.0,64.00235,44.44585,992.08
Karpushikha,"Karpushikha,Karpusjikha,Карпушиха",1497,5.0,57.50167,59.89556,1370.25
Karsun,"Karsoun,Karsun,Karszun,ka er sun,karzwn  rwsyh,Карсун,کارزون، روسیه,卡爾孫",8128,4.0,54.19941,46.9827,621.67
Kartaly,"Kartali,Kartaly,Kartalí,ka er ta lei,kartaly,Картали,Карталы,Кәртәле,كارتالي,کارتالی,卡爾塔雷,Карталы",29136,5.0,53.0536197,60.6478408,1513.2
Karymskoye,"Karims'ke,Karimskoe,Karimskoye,Karimszkoje,Karomskaya,Karymskae,Karymskaya,Karymski,Karymskoe,Karymskoie,Karymskoje,Karymskoye,Karymskoïe,Karömskaya,Karımskoye,ka lei mu si ke ye,karuimusukoe,karymzkwy,Каримське,Карымскае,Карымски,Карымское,Կարիմսկոե,کاریمزکوی,カルィムスコエ,卡雷姆斯科耶",11901,9.0,51.61667,114.35,4811.3
Kashary,"Kashary,Kasjary,Кашары",6292,3.0,49.04001,41.00557,780.76
Kashin,"Kachine,Kaschin,Kashin,Kashyn,Kasin,Kasjin,Kaszyn,Kaŝin,Kaşin,Kašin,ka shen,kashin,kashyn,kasin,Кашин,Кашын,كاشين,کاشین,カシン,卡申,카신,Кашин",16598,3.0,57.35918,37.60806,178.69
Kashira,"Kachira,Kaschira,Kashira,Kashyra,Kasira,Kasjira,Kaszyra,Kaŝira,Kaşira,Kašira,Kașira,ka xi la,kashira,kashyra,kasila,Кашира,Кашыра,كاشيرا,کاشیرا,カシーラ,卡希拉,카시라,Кашира",41880,3.0,54.853337,38.1904392,106.37
Kashirskoye,"Kashirskoe,Kashirskoye,Kasjirskoje,Каширское",4564,3.0,51.4087,39.5902,500.21
Kashkhatau,"Kashkatau,Kashkhatau,Kasjkhatau,Sovetskoe,Sovetskoye,Кашхатау,Советское",5367,3.0,43.3169,43.60774,1447.45
Kasimov,"Cassim,Kasimau,Kasimov,Kasimova,Kasimow,Kassimov,Kassimow,Kassímov,Kasímov,ka xi mo fu,kashimofu,kasimopeu,kasymwf,qasymwf,Касимов,Касимов балһсн,Касімаў,Ханкирмән,قاسیموف,كاسيموف,کاسیموف,カシモフ,卡西莫夫,카시모프,Касимов",35355,3.0,54.94377,41.40341,255.76
Kasli,"Kasli,Kaslinskiy Zavod,Kaslí,ka si li,kasly,Касли,Каслі,Кәсле,كاسلي,کاسلی,卡斯利,Касли",17911,5.0,55.8909,60.7616,1439.17
Kaspiysk,"Dvigatel'stroj,Dvigatel'stroy,Dvigatel’stroy,Kaspijsk,Kaspiysk,Sotsgorod,kaseupiseukeu,Двигательстрой,Каспийск,카스피스크,Каспийск",103914,3.0,42.8916007,47.6367066,1600.16
Kaspiyskiy,"Kaspijskij,Kaspiyskiy,Lagan,Lagan',Lagan’,Logan',Logan’,Каспийский,Лагань",14045,3.0,45.39288,47.37073,1339.31
Kastanayevo,"Kastanaevo,Kastanayevo,Кастанаево",20000,3.0,55.71667,37.5,8.24
Kastornoye,"Kastornoe,Kastornoje,Kastornoye,Касторное",4390,3.0,51.83011,38.13075,437.43
Kasumkent,"Kasumkent,Касумкент",12225,3.0,41.67746,48.15182,1741.04
Katav-Ivanovsk,"Katau-Ivanausk,Katav-Ivanovs'k,Katav-Ivanovsk,Katav-Ivanovskiy,Katav-Ivànovsk,Katav-Ivánovsk,Kataw-Iwanowsk,Kytau-Ivanovsk,ka ta fu-yi wan nuo fu si ke,kataf-ayfanwfsk,kataf-aywanwfsk,Катав-Івановськ,Катав-Ивановск,Катаў-Іванаўск,Кытау-Ивановск,كاتاف-آيفانوفسك,کاتاف-ایوانوفسک,卡塔夫-伊萬諾夫斯克,Катав-Ивановск",19339,5.0,54.75306,58.19556,1304.16
Kataysk,"Katajsk,Kataysk,Katayskoye,Катайск,Катайск",15619,5.0,56.289,62.5841,1544.33
Katunino,"Katoenino,Katunino,Lakhta,katwnynw,Катунино,Կատունինո,کاتونینو",3255,3.0,64.3862,40.6298,974.24
Katyn',"Katyn',Катынь",1737,3.0,54.77455,31.69041,390.7
Katyr-Yurt,"Katar-Jurt,Katar-Yurt,Katyr-Jurt,Katyr-Yurt,Kotar-Jurt,Kotar-Yurt,Kotarin-Jurt,Kotarin-Yurt,Tutovo,Катар-Юрт,Катыр-Юрт,Котар-Юрт,Котарин-Юрт",9202,3.0,43.17164,45.36991,1504.74
Kavalerovo,"KVR,Kavalerava,Kavalerovo,Kavaletovo,Kawalerowo,Kovalerovo,Kovalevo,ka wa lie luo wo,kavuarerovuo,ryf kafalyrwfw,Кавалерава,Кавалерово,ريف كافاليروفو,カヴァレーロヴォ,卡瓦列羅沃",16945,10.0,44.27221,135.05227,6487.13
Kavkazskaya,"Kavkazskaja,Kavkazskaya,Kawkaskaja,Кавказская",11680,3.0,45.4453,40.6765,1165.96
Kavkazskiy,"Karkazskiy,Kavkazskij,Kavkazskiy,Кавказский",3052,3.0,44.26703,42.23219,1318.28
Kayakent,"Kaja-Ken,Kajakent,Kaya Kend,Kayakent,Каякент",11805,3.0,42.38736,47.90301,1660.28
Kayasula,"Kajasula,Kayasula,Kayasulu,Terek-bay,Каясула",4982,3.0,44.325,45.0,1373.89
Kayyerkan,"Kajerkam,Kajerkan,Kayerkan,Kayyerkan,Кайеркан",27295,7.0,69.37861,87.74389,2863.08
Kaz,"Kaz,Каз",4854,7.0,52.9113,87.3105,3167.67
Kazachinskoye,"Kazachinskiy,Kazachinskoe,Kazachinskoye,Kazatsjinskoje,Казачинское",3987,7.0,57.7004,93.2809,3306.52
Kazachka,"Kazachka,Kazatsjka,Казачка",1042,3.0,53.3644,38.0694,267.12
Kazaki,"Kagaki,Kasaki,Kazaki,Казаки",3227,3.0,52.62484,38.26488,350.3
Kazan,"Casanum,Caza,Cazã,KZN,Kaasan,Kasa,Kasan,Kasã,Kazan,Kazan',Kazan' osh,Kazana,Kazane,Kazani,Kazanj,Kazano,Kazanė,Kazan’,Kazań,Kazaņa,Kazaň,Kazán,Khuazan,Khusan,Kozan',Kuazan,Kuzon,Qazan,Qozon,ka shan,kajan,kajhana,kazan,kazana,kha san,qazan,Καζάν,Казан,Казань,Казань ош,Казањ,Каꙁанъ,Козань,Кузон,Къазан,Озаҥ,Хусан,Хъазан,Қазан,Ҡazan,Ҡазан,Կազան,קאזאן,قازان,كازان,کازان,कझान,काज़ान,คาซาน,ყაზანი,カザン,喀山,카잔,Казань",1243500,3.0,55.78874,49.12214,718.9
Kazanskaya,"Kazanskaja,Kazanskaya,Казанская",10794,3.0,45.4106,40.4361,1166.8
Kazanskoye,"Kazanskoe,Kazanskoje,Kazanskoye,Казанское",5851,5.0,55.64477,69.235,1964.14
Kazinka,"Kasinka,Kazinka,Казинка",3002,3.0,52.53817,39.82164,385.14
Kedrovka,"Kedrovka,Кедровка",17752,7.0,55.52138,86.09508,2979.92
Kedrovoye,"Kedrovoe,Kedrovoje,Kedrovoye,Кедровое",2163,5.0,57.1576,60.5698,1412.26
Kedrovy,Кедровый,2451,7.0,57.561869,79.5677821,2530.79
Kedrovyy,"Kedrovyj,Kedrovyy,Krasnoyarsk-66,Кедровый",5142,7.0,56.28232,91.5376,3265.07
Kem,Кемь,13061,3.0,64.9543539,34.5949263,1036.33
Kemerovo,"KEJ,Kemer,Kemerava,Kemerova,Kemerovas,Kemerovo,Kemerovo khot,Kemerowo,Kèmerovo,Kémerovo,Shcheglovsk,ke mai luo wo,kemelobo,kemerovo,kemerovuo,kmrwf,kymyrwfw,kymyrww,qmrwbw,Кемĕр,Кемерава,Кемерово,Кемерово хот,Կեմերովո,קמרובו,كيميروفو,کمروف,کیمیروو,केमेरोवो,ケメロヴォ,克麥羅沃,케메로보,Кемерово",558973,7.0,55.33333,86.08333,2986.73
Kemlya,"Kemlja,Kemlya,Кемля",4761,3.0,54.6963,45.2424,497.47
Kem’,"Kem,Kem',Kemi,Kem’,Ken,Vienan Kemi,Кемь",13829,3.0,64.95695,34.59176,1036.65
Kenzhe,"Kenzhe,Kenzje,Кенже",10636,3.0,43.49857,43.55413,1426.82
Kerchevskiy,"Kercheva,Kerchevo,Kerchevskij,Kerchevskiy,Kertsjevskij,Керчевский",2990,5.0,59.9456,56.2959,1194.5
Kerva,"Kerva,Керва",2784,3.0,55.61167,39.57665,123.93
Kesova Gora,"Kesova Gora,Kesova-Gora,Кесова Гора",3946,3.0,57.58396,37.2962,204.61
Ketovo,"Ketovo,Кетово",6966,5.0,55.355,65.32583,1731.78
Kevsala,"Kevsala,Кевсала",3532,3.0,45.79833,42.69028,1162.14
Kez,"Kez,Кез",10792,4.0,57.8957,53.7132,1005.44
Khabarovsk,"Chabarofsk,Chabarovsk,Chabarovskas,Chabarowsk,Champarofsk,Habarovsk,Habarovska,Habarovszk,Jabarovsk,Jabárovsk,KHV,Khabarausk,Khabarovka,Khabarovs'k,Khabarovsk,Khabarovskaj,Khabàrovsk,Khbarovsk,Xabarovsk,bo li,habalobseukeu,habarofusuku,hbrwbsq,khabarovska,khabarwfsk,khabarwwsk,Ĥabarovsk,Χαμπάροφσκ,Хабараўск,Хабаровск,Хабаровскай,Хабаровськ,Խաբարովսկ,חברובסק,خاباروفسك,خاباروفسک,خابارووسک,ہابروسک,खबारोव्स्क,ख़ाबारोव्स्क,ハバロフスク,伯力,하바롭스크,Хабаровск",618150,10.0,48.48271,135.08379,6140.04
Khabarovsk Vtoroy,"Khabarovsk Vtoroj,Khabarovsk Vtoroy,Хабаровск Второй",578303,10.0,48.43776,135.13329,6146.19
Khabary,"Khabari,Khabary,Хабары",5895,7.0,53.62588,79.5345,2663.11
Khabez,"Khabez,Хабез",5806,3.0,44.04422,41.77046,1334.84
Khadyzhensk,"Chadyschensk,Chadyzensk,Chadyżensk,Chadyžensk,Hadijensk,Hadizensk,Hadižensk,Hadyzensk,Hadyžensk,Jadyzhensk,Khadijensk,Khadizhens'k,Khadizhensk,Khadyjensk,Khadyzhehnsk,Khadyzhensk,Khadyzhenskaya,Khadyzhenskiy,Khadyzhensky,Khadyzhy,Khadyzjensk,Khadíjensk,Khuydyzhuy,Xadijensk,Xadıjensk,ha de ren si ke,khadyjynsk,khadyzhnsk,Ĥadiĵensk,Хадиженск,Хадиженськ,Хадыженск,Хадыженск балһсн,Хадыжэнск,Хъыдыжъы,خاديجينسك,خادیژنسک,哈德任斯克,Хадыженск",21685,3.0,44.4258,39.5362,1266.74
Khadzhalmakhi,"Khadzhalmakhi,Khajal-Makhi,Khodzhal-Makhinskskoye,Хаджалмахи",6088,3.0,42.42,47.18206,1634.46
Khamamatyurt,"Khamamat-Jurt,Khamamatjurt,Khamamatyurt,Khamamayurt,Хамамат-Юрт,Хамаматюрт",4935,3.0,43.60809,46.5006,1491.23
Khambi-Irze,"Hambi-Irze,Kha'mbin-Irze,Khadis-Jurt,Khadis-Yurt,Khambi-Irze,Khambi-Irzi,Lermontov-Jurt,Lermontov-Yurt,Xambi-Irzi,Xambin-Irze,Xämbin-Irze,Лермонтов-Юрт,Хадис-Юрт,Хамби-Ирзе,Хамби-Ирзи,Хаьмбин-Ирзе",3130,3.0,43.23502,45.45302,1500.28
Khandagayty,"Handagaytay,Khandagajty,Khandagayty,Хандагайты",3146,7.0,50.73333,92.05,3569.07
Khandyga,"Chandyga,Handiga,Handyga,Handıga,KDY,Khaandyga,Khandiga,Khandyga,Khàndiga,Xandiga,han de jia,handouiga,khandyqa  rwsyh,Ĥandiga,Хаандыга,Хандига,Хандыга,Խանդիգա,خاندیقا، روسیه,ハンドゥイガ,汉德加",6796,10.0,62.65333,135.5667,5081.11
Khanino,"Khanino,Ханино",1256,3.0,54.211,36.62292,182.7
Khankala,"Hankala,KhangIala,Khankala,Xangala,Xanġala,ХангІала,Ханкала",7925,3.0,43.30212,45.75564,1501.46
Khanskaya,"Chanskaja,Khanskaja,Khanskaya,Ханская",11297,3.0,44.67702,39.9616,1242.58
Khanty-Mansiysk,"Chanti-Mansiisk,Chanty Mansijskas,Chanty-Mansiejsk,Chanty-Mansijsk,Chanty-Mansyjsk,HMA,Hanti-Mansiisk,Hanti-Mansijsk,Hanti-Mansiysk,Hanti-Manszijszk,Hantimansijska,Hanto-Mansiisk,Hanty-Mansijsk,Hantî-Mansiisk,Hantõ-Mansiisk,Hantı-Mansiysk,Janty-Mansisk,Jograkar,Jomvosh,Khanti-Mansijs'k,Khanti-Mansijsk,Khanti-Mansisk,Khanty Mansisk,Khanty-Mansiisk,Khanty-Mansijsk,Khanty-Mansisk,Khanty-Mansiysk,Khanty-Mansiïsk,Ostyako-Vogul'sk,Ostyako-Vogul’sk,Xanti-Mansi,Xanti-Mansiysk,Xanti-mansiysk,han te-man xi si ke,hantimansiseukeu,hnty-mnsysq,khanty mansyysk,khanty-mansysk,khanty-mansyysk,Ĥanti-Mansijsk,Ёмвош,Йӧгракар,Ханти-Мансийск,Ханти-Мансијск,Ханти-Мансійськ,Ханты-Мансийск,Ханты-Мансійск,Խանտի-Մանսիյսկ,חנטי-מנסיסק,خانتي-مانسييسك,خانتی مانسیئسک,خانتی-مانسیسک,خانتی-مانسییسک,ხანტი-მანსიისკი,ハンティ・マンシースク,汉特-曼西斯克,한티만시스크,Ханты-Мансийск",101466,5.0,61.00417,69.00194,1899.46
Kharabali,"Charabali,Charabalinskoje,Harabali,Jarabali,Kharabali,Kharabalí,ha la ba li,kharabaly,Ĥarabali,Харабали,Харабали балһсн,Харабалі,Хәрәбәле,خارابالي,خارابالی,哈拉巴利,Харабали",18223,4.0,47.40769,47.25391,1139.88
Kharitonovo,"Charitonovo,Kharitonovo,Khiritonovo,Харитоново",1402,3.0,61.40092,47.49779,848.37
Kharlu,"Harlu,Kharlu,Харлу",3200,3.0,61.80869,30.93783,774.77
Kharovsk,"Charovsk,Charowsk,Harovsk,Karovsk,Kharovs'k,Kharovsk,ha luo fu si ke,kharwfsk,Ĥarovsk,Харовск,Харовськ,خاروفسك,خاروفسک,ხაროვსკი,哈羅夫斯克,Харовск",11115,3.0,59.96425,40.19121,492.42
Kharp,"Charp,Harp,Kharp,Xarp,ha er pu,harupu dou shi ju zhu qu yu,kharp  rwsyh,Χαρπ,Харп,Խարպ,خارپ، روسیه,ハルプ都市居住区域,哈尔普",7298,5.0,66.80139,65.80806,1915.03
Khasavyurt,"Chassaw-Jurt,Chassawjurt,Hasavjurt,Khasav,Khasav-jurt,Khasavjurt,Khasavyurt,Staro Khasav-Yurt,Xasavyurt,Хасав,Хасав-юрт,Хасавюрт,Хасавюрт",133929,3.0,43.2504665,46.5851292,1530.68
Khatanga,"Chatanga,HTG,Khatanga,Khatenga,Хатанга",3205,7.0,71.98002,102.47111,3411.37
Khatassy,"Khatassy,Khatssy,Хатассы",3676,9.0,61.90638,129.63302,4887.53
Khatukay,"Khatukaj,Khatukay,Хатукай",4538,3.0,45.19074,39.6632,1183.15
Khazar,"Khazar,Vos'moy Uchastok Sovkhoza Imeni Karla Marksa,Vos’moy Uchastok Sovkhoza Imeni Karla Marksa,Хазар",3736,3.0,41.9974,48.33325,1714.06
Khebda,"Khebda,Sovetskoe,Sovetskoye,Советское,Хебда",2749,3.0,42.44539,46.55161,1613.26
Khelyulya,"Helylae,Helylä,Kheljulja,Khelyulya,Хелюля",3082,3.0,61.749,30.66473,777.12
Khilok,"Chilok,Chilokas,Hilok,Jilok,Khilok,hylwq,khylwk,xi luo ke,Ĥilok,Хилок,Хілок,חילוק,خيلوك,خیلوک,希洛克,Хилок",11530,9.0,51.3634856,110.4590898,4610.92
Khima,"Hima,Himoy,KhIima,Khima,Khimoj,Khimoy,ХІима,Хима,Химой",0,3.0,42.65484,45.85267,1571.91
Khimki,"Chimkai,Chimki,Himki,Jimki,Khimki,Moskau-Chimki,Ximki,himki,himuki,hymqy,khymky,xi mu ji,Ĥimki,Химки,Химки балһсн,Хімки,Хімкі,Խիմկի,חימקי,خيمكي,خیمکی,ヒムキ,希姆基,힘키,Химки",239967,3.0,55.9001,37.42848,20.17
Khingansk,"Khingansk,Mikoyanovsk,Хинганск",2093,10.0,49.12821,131.19322,5891.19
Khislavichi,"Khislavichi,Khislavitsji,Khoslavichi,Хиславичи",4496,3.0,54.18714,32.15817,389.23
Khiv,"Khiv,Хив",2401,3.0,41.75455,47.93071,1726.15
Khlevnoye,"Khlebnoye,Khlevnoe,Khlevnoje,Khlevnoye,Хлевное",6150,3.0,52.19472,39.08909,407.12
Khodz’,"Khodz,Khodz',Khodz’,Ходзь",3028,3.0,44.5102,40.7142,1269.09
Khokhlovo,"Khokhlova,Khokhlovo,Хохлово",2478,3.0,59.14923,37.39978,377.95
Khokhryaki,"Khokhrjaki,Khokhryaki,Хохряки",3544,4.0,56.91561,53.3221,974.56
Kholbon,"Kholbon,Холбон",2537,9.0,51.88333,116.25,4897.54
Kholm,"Kholm,Холм,Холм",4228,3.0,59.26667,32.85,483.21
Kholm-Zhirkovskiy,"Kholm,Kholm Zhirkovskij,Kholm Zjirkovskij,Kholm-Zhirkovskij,Kholm-Zhirkovskiy,Zhirkovskiy,Холм Жирковский,Холм-Жирковский",3726,3.0,55.511,33.48667,260.52
Kholmogory,"Cholmogory,Kholmogory,Холмогоры",4417,3.0,64.22814,41.65109,968.35
Kholmsk,"Kholmsk,Maoka,Mauka,Moaka,Холмск,Холмск",32681,11.0,47.04737,142.05048,6602.18
Kholmskiy,"Cholmskaja,Chołmskaja,Holmskaja,Jolmskaya,Kholms'ka,Kholmskaia,Kholmskaja,Kholmskaya,Kholmskij,Kholmskiy,Xolmskaya,Холмская,Холмскаја,Холмский,Холмська",17494,3.0,44.84694,38.385,1213.82
Kholodnyy,"Kholodnyj,Kholodnyy,Холодный",1247,11.0,62.71333,147.91361,5540.25
Kholtoson,"Kholtoson,Nizhniy Kholtoson,Холтосон",1040,8.0,50.2981,103.3097,4267.27
Khomutovka,"Khomutovka,Хомутовка",4936,3.0,51.9207,34.5619,470.7
Khomutovo,"Khomutovo,Хомутово",4918,8.0,52.46583,104.4025,4198.19
Khonkholoy,"Khonkhaloy,Khonkholoj,Khonkholoy,Konkholoi,Хонхолой",1539,8.0,51.13186,108.22515,4499.11
Khor,"Chor,Hor,Khor,Khorskiy,Xor,horu ding,huo er_,Хор,Խոր,ホール町,霍尔_",11503,10.0,47.88696,134.9463,6181.83
Khorinsk,"Khorinsk,Khorinskoye,Хоринск",7986,8.0,52.16631,109.77626,4521.07
Khorlovo,"Khorlovo,Хорлово",3852,3.0,55.3327,38.81365,88.64
Khorol’,"Khoral,Khorel,Khorol,Khorol',Khorol'sk,Khorol'skaya,Khorol'sko,Khorol’,Khorol’sk,Khorol’skaya,Khorol’sko,Хороль",11245,10.0,44.42631,132.07638,6317.41
Khoroshëvo-Mnevniki,"Khoroshevo,Khoroshevo-Mnevniki,Khoroshjovo,Khoroshëvo,Khoroshëvo-Mnevniki,Хорошёво",159000,3.0,55.78363,37.47137,9.67
Khosta,"Khosta,Хоста",20000,3.0,43.51484,39.86825,1370.18
Khot'kovo,"Khot'kovo,Хотьково",20872,3.0,56.25699,37.99544,60.89
